plant_type,geohash6,geohash8,latin_name,family,optimal_temperature,optimal_humidity,optimal_soil_ph,water_requirements_mm_per_week,sunlight_requirements_hours_per_day
Chickpeas,u8k128,u8k1283s,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1283t,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1283u,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1283v,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1283w,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1283x,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1283y,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1283z,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12850,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12851,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12852,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12853,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12854,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12855,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12856,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12857,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12858,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12859,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285b,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285c,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285d,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285e,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285f,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285g,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285h,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285j,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285k,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285m,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285n,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285p,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285q,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285r,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285s,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285t,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285u,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285v,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285w,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285x,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285y,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1285z,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12890,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12891,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12892,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12893,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12894,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12895,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12896,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12897,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12898,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k12899,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289b,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289c,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289d,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289e,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289f,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289g,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289h,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289j,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289k,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289m,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289n,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289p,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289q,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289r,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289s,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289t,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289u,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289v,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289w,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289x,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289y,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k1289z,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128c9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128ce,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128ch,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128ck,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cs,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128ct,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cu,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cv,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cw,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cx,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cy,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128cz,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128f9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fe,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fh,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128fs,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128ft,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128h9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128he,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hh,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k128,u8k128hq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12900,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12901,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12902,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12903,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12904,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12905,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12906,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12907,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12908,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12909,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290b,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290c,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290d,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290e,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290f,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290g,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290h,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290j,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290k,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290m,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290n,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290p,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290q,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290r,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290s,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290t,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290u,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290v,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290w,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290x,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290y,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1290z,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12920,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12921,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12922,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12923,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12924,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12925,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12926,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12927,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12928,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12929,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292b,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292c,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292d,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292e,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292f,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292g,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292h,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292j,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292k,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292m,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292n,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292p,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292q,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292r,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292s,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292t,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292u,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292v,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292w,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292x,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292y,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k1292z,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12930,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12931,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k129,u8k12932,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
